Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Size_3,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDU20,19.35,0.021453493,120.3098,OUT035,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCP41,16.6,0.016276741,109.8596,OUT018,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDW36,11.15,0.056656942,106.2622,OUT027,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDN31,11.5,0.072994847,189.253,OUT049,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCU54,8.88,0.165073642,207.727,OUT010,11,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDS01,11.6,0.017744999,177.9686,OUT046,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDA23,9.8,0.047453947,101.7016,OUT017,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDY08,9.395,0.171422166,139.1838,OUT045,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDJ28,12.3,0.021860985,193.3162,OUT046,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRF36,16.1,0.023577298,192.6846,OUT046,12,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDH44,19.1,0.043304681,147.5418,OUT010,11,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCY54,8.43,0.177971115,174.0422,OUT049,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDR59,14.5,0.106894492,260.4594,OUT010,11,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
DRA59,8.27,0.127927931,184.8924,OUT046,12,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDS55,7.02,0.081623275,148.0734,OUT017,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDZ28,20,0.051596927,128.0678,OUT045,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRG49,7.81,0.067592098,246.0486,OUT045,7,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDH21,10.395,0.054670967,158.6604,OUT019,24,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCN19,13.1,0.012089479,189.853,OUT013,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDP25,15.2,0.021250528,216.5824,OUT045,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRH59,10.8,0.05843345,74.738,OUT046,12,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDH09,12.6,0.05606697,50.7982,OUT035,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCK54,12.15,0.029569276,115.015,OUT049,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDT21,7.42,0.0204332,248.9092,OUT045,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDR12,12.6,0.055213281,172.4764,OUT019,24,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDS25,6.885,0.1408005,111.4228,OUT017,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCL05,19.6,0.047665717,42.177,OUT027,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
NCI30,20.25,0.059268885,246.446,OUT017,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDJ26,15.3,0.084937098,214.0218,OUT045,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDA56,9.21,0.008778413,122.4414,OUT049,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDM33,15.6,0.085324421,220.4798,OUT018,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDP04,15.35,0.013834247,62.7168,OUT049,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDR55,12.15,0.132351411,190.3872,OUT045,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCZ54,14.65,0.082955719,164.0552,OUT027,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
NCA53,11.395,0.009893817,50.3034,OUT049,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDL20,17.1,0.124966193,111.9886,OUT046,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDT26,18.85,0.067940657,119.044,OUT035,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCZ06,19.6,0.094161662,251.9698,OUT046,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDA04,11.3,0.067107448,258.1962,OUT017,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDD29,12.15,0.018321361,255.3698,OUT027,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDS56,5.785,0.038756864,260.7252,OUT046,12,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDT07,5.82,0.077254736,257.633,OUT013,22,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDT58,9,0.08630486,168.0816,OUT018,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDJ10,5.095,0.128876537,139.1838,OUT027,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDN25,7.895,0.061163967,59.2588,OUT035,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DRC27,13.8,0.058220302,247.4802,OUT045,7,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDA38,5.44,0.025519534,238.7538,OUT049,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDM56,16.7,0.070133177,109.8912,OUT013,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCI43,19.85,0.025947095,46.9376,OUT013,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDP36,10.395,0.091688111,49.0008,OUT017,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRK49,14.15,0.034797989,40.5138,OUT019,24,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDW32,18.35,0.165101585,87.7882,OUT019,24,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCW18,15.1,0.059417055,237.9248,OUT049,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDQ44,20.5,0.036287517,121.2756,OUT018,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDL45,15.6,0.037764269,124.9704,OUT045,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRB48,16.75,0.024848788,39.9822,OUT035,5,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDQ34,10.85,0.162903525,104.9622,OUT018,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDH17,16.2,0.016747538,98.6726,OUT017,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDN08,7.72,0.147904328,116.6466,OUT010,11,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDK57,10.195,0.079904068,120.044,OUT027,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDK10,5.785,0.040325274,180.466,OUT013,22,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDL39,16.1,0.06302467,181.6318,OUT027,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDP25,15.2,0.021203509,216.3824,OUT035,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDC05,13.1,0.098765906,196.3768,OUT035,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDA39,6.32,0.012707362,41.0822,OUT013,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDZ10,17.85,0.04442649,124.902,OUT013,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDK08,9.195,0.121712459,101.2016,OUT027,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRD24,13.85,0.030769458,141.7154,OUT013,22,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
DRG48,5.78,0.014614357,147.3102,OUT018,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDH52,9.42,0.076868664,62.1194,OUT019,24,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDS25,6.885,0.140292495,108.5228,OUT045,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCH43,8.42,0.070555571,216.0192,OUT035,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
DRK01,7.63,0.061409711,94.6436,OUT017,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDD59,10.5,0.066555152,80.896,OUT017,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDB27,7.575,0.092711708,197.7768,OUT010,11,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDO22,13.5,0.017844609,81.396,OUT013,22,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDD35,12.15,0.025916883,120.244,OUT045,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDR01,5.405,0.053611144,197.7742,OUT035,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCB31,6.235,0.207783483,262.291,OUT019,24,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDC35,7.435,0.122837694,208.7638,OUT046,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDS23,4.635,0.141174838,127.0994,OUT045,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDC33,8.96,0.069078149,197.7768,OUT045,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCF18,18.35,0.089345074,191.9504,OUT018,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDM36,11.65,0.058822142,173.5422,OUT049,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDJ53,10.5,0.071368699,121.3098,OUT049,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCL17,7.39,0.068055818,140.7812,OUT018,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDW27,5.86,0.150122794,154.5314,OUT027,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDA32,14,0.030094192,215.7192,OUT046,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDA03,18.5,0.076097035,145.8102,OUT010,11,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDW09,13.65,0.025973384,79.6302,OUT045,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDN09,14.15,0.033631662,244.1828,OUT045,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDM08,10.1,0.053887301,225.6088,OUT017,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDX01,10.1,0.024262772,117.615,OUT018,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRO35,13.85,0.034624104,115.0492,OUT049,10,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDS31,13.1,0.044281996,178.5318,OUT045,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCM53,18.75,0.052121825,104.828,OUT049,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDI16,14,0.135662712,52.064,OUT013,22,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRF36,16.1,0.023613955,192.8846,OUT049,10,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDW49,19.5,0.082152451,179.9002,OUT027,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDB58,10.5,0.02363057,141.7154,OUT019,24,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCJ18,12.35,0.164274416,119.8124,OUT045,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDL51,20.7,0.047587685,215.0876,OUT045,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDS03,7.825,0.079952983,62.7826,OUT018,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCO54,19.5,0.024992442,53.6614,OUT019,24,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDA48,12.1,0.115107028,222.0114,OUT045,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCK06,5.03,0.008604657,123.1756,OUT027,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
NCZ54,14.65,0.083528446,162.4552,OUT045,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDW39,6.69,0.036731658,177.237,OUT027,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDI09,20.75,0.129337594,238.188,OUT046,12,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCO02,11.15,0.071385304,65.0142,OUT049,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
DRF13,12.1,0.029827665,144.3444,OUT049,10,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDK25,11.6,0.157718931,168.3474,OUT017,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDZ38,17.6,0.008046275,173.7422,OUT017,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCQ42,20.35,0.068753558,127.9678,OUT019,24,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDM14,13.8,0.013199737,108.9254,OUT027,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDC20,10.65,0.023971463,54.0272,OUT046,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDW32,18.35,0.09468096,86.2882,OUT018,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDQ19,7.35,0.014394261,241.3512,OUT045,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDE08,18.2,0.049396364,146.4734,OUT049,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDC29,8.39,0.024243294,116.0176,OUT049,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDV50,14.3,0.122469209,121.973,OUT013,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDF11,10.195,0.017730951,239.8538,OUT017,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDN09,14.15,0.035016754,245.3828,OUT018,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRG37,16.2,0.019417732,153.7972,OUT045,7,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
NCV06,11.3,0.066358426,195.2478,OUT027,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
DRJ13,12.65,0.105265475,159.9578,OUT010,11,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
DRF25,9,0.038736754,37.319,OUT027,24,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDE53,10.895,0.044991876,107.228,OUT010,11,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDS08,5.735,0.05696122,176.337,OUT046,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDO23,17.85,0.147255604,93.7436,OUT017,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDT07,5.82,0.077319079,255.433,OUT046,12,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCX29,10,0.089135671,146.9102,OUT035,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDG22,17.6,0.041373331,38.119,OUT035,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DRJ47,18.25,0.04403602,173.308,OUT027,24,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDL43,10.1,0.027041859,77.567,OUT013,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDZ43,11,0.056782237,241.2512,OUT027,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDZ21,17.6,0.03922186,97.241,OUT046,12,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDJ50,8.645,0.021581922,53.3982,OUT035,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDV35,19.5,0.128206001,155.9314,OUT046,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
